Prompt: Summarize the business model from the following text. Answer with a continuous text and with fivehundredtwelve tokens at max. Set your focus on sources of revenue , the intended customer base , products , distribution channels  and details of financing. Use only information from the following the text:

Item 1. Business
​
We are a leading diversified metal solutions provider and the largest metals service center company in North America (U.S. and Canada) based on revenues, with 2022 net sales of $17.03 billion. 
​
We have been in business over 80 years since our original organization on February 3, 1939, operating a single metals service center in Los Angeles, California fabricating steel reinforcing bar. We reincorporated in the State of Delaware in 2015. Our common stock is listed on the New York Stock Exchange (“NYSE”) under the symbol “RS” and was first traded on September 16, 1994.
​
We believe we have a unique and sustainable business model predicated on the following key attributes:
​

● | Diversity of Products, Customers and Services
--+----------------------------------------------

We operate through a network of approximately 315 locations in 40 U.S. states and in 12 foreign countries. We distribute a full line of over 100,000 metal products, including alloy, aluminum, brass, copper, carbon steel, stainless steel, titanium and specialty steel products.
​
We have more than 125,000 customers in a variety of industries, including general manufacturing, non-residential construction (including infrastructure), transportation (rail, truck trailer and shipbuilding), aerospace (commercial; military, defense and space), energy (oil and natural gas), electronics and semiconductor fabrication, and heavy industry (agricultural, construction and mining equipment). We also service the auto industry, primarily through our toll processing operations where we process the metal for a fee, without taking ownership of the metal.
​
Our diversification by product, end market and geography helps mitigate volatility in metals pricing and changing end market conditions. We are not dependent on any particular customer or industry because we process and distribute a variety of metals. This diversity of product type and material reduces our exposure to fluctuations or other weaknesses in the financial stability of particular customers or industries. We are also less dependent on any particular suppliers as a result of our product diversification. As a result, we have remained profitable every year, even during recessionary periods and a global pandemic, since our initial public offering in 1994.
​

● | Customer Relationships
--+-----------------------

We believe that our focus on servicing customers with small order sizes and quick turnaround, along with our growth and diversification strategy, has been instrumental in our ability to produce industry-leading operating results among publicly traded metals service center companies in North America. In 2022, approximately 97% of our orders were from repeat customers and we delivered approximately 40% of our orders within 24 hours of the customer placing the order with us. 
​

● | Value-Added Solutions Provider
--+-------------------------------

We provide a wide variety of processing services to meet our customers’ specifications and deliver products to fabricators, manufacturers and other end users. We believe that few other metals service centers offer the broad range of processing services and metals that we provide. Our primary processing services range from cutting, leveling or sawing to more complex processes such as machining or electropolishing. We generally only process specific metals to non-standard sizes pursuant to customer purchase order specifications. In addition, we typically acquire standard size and grade products that can be processed into many different sizes to meet the needs of many different customers. 
​
We have increased the amount of value-added processing services we provide through recent acquisitions and significant investments in new equipment over the past several years. Expanding our value-added capabilities (including toll processing) and increasing the percentage of our total sales represented by the higher margin orders generated from those capabilities, helps reduce the volatility in our profitability ratios during periods of unfavorable metals demand and/or pricing. 
​
​

1




● | Industry leader
--+----------------

According to the Metals Service Center Institute (“MSCI”) reporting of industry tons sold in the U.S., our 2022 tons sold from our U.S. locations represented approximately 14.5% of the total tons sold by the U.S. metals service center industry. Metals service centers are the largest single customer group for the North America primary metals producers (“mills”) in the broader metals wholesale industry with estimated sales of approximately $219 billion according to IBISWorld Inc.’s July 2022 report, a global intelligence publication. We believe our relatively low level of market share shown by MSCI leaves significant opportunity for further strategic growth within the industry.
​

● | Pricing Power
--+--------------

We primarily operate in the spot market for both the purchase and sale of our products. As a limited portion of our business is dependent on long-term contractual commitments, we have the ability to quickly pass on raw material price increases to our customers and maintain consistency in our gross profit margin. 
​

● | Purchasing Power
--+-----------------

We believe we are one of the largest customers of the North American mills. We believe that our significant scale and relationships with suppliers enable significant purchasing power and product availability in all market conditions.
​
Our business is relationship-based and we operate under the following trade names: 
​

​ | ​ | ​ 
We believe employees should have an opportunity for ongoing development through challenging daily contributions and structured development programs. We launched an annual evolving leaders program focused on the continued training of selected employees, encouraging the development in several areas of our business, leadership and communication, along with opportunities for enterprise-wide collaboration to drive an approach to innovative problem solving and solutions. We continue to expand our talent management initiatives to pursue the significant long-term potential for our continued success. Our success is dependent on the knowledge, skills and abilities of our current and future leaders.
​
Quality Control
​
Procuring high-quality metal from suppliers on a consistent basis is critical to our business. We maintain strict quality control measures to assure that the quality of purchased raw materials will enable us to meet our customers’ specifications and to reduce the costs of production interruptions. In certain instances, we perform physical and chemical analyses on selected raw materials, typically through a third-party testing lab, to verify that mechanical and dimensional properties, cleanliness and surface characteristics meet our requirements and our customers’ specifications. We also conduct certain analyses of surface characteristics on selected processed metal before delivery to the customer. We believe that maintaining high standards for accepting metals ultimately results in reduced return rates from our customers.
​
We maintain various quality certifications throughout our operations. Approximately 50% of our operating locations have earned International Organization for Standardization (ISO 9001:2015) certifications. Many of our locations maintain additional certifications specific to the industries they serve, such as aerospace, auto, nuclear, and others, including certain international certifications.
​
Government Regulation
​
Beyond our compliance requirements with environmental regulations, compliance with government regulations has not had and, based on laws and regulations currently in effect, is not expected to have a material effect on the Company’s capital expenditures, earnings or competitive position. 
​
Our operations are also subject to laws and regulations relating to workplace safety and worker health, principally the OSHA and related regulations, which, among other requirements, establish noise, dust and safety standards. We maintain comprehensive health and safety policies and encourage our employees to follow established safety practices. 
​
We are subject to the conflict mineral provisions of the Dodd-Frank Wall Street Reform and Consumer Protection Act of 2010. We are required to undertake due diligence, disclose and report whether the products we sell originate from the Democratic Republic of Congo and adjoining countries. We verify with our suppliers the origins of all metals used in our products.
​

10



We sell metals to foreign customers and otherwise operate abroad, subjecting us to various countries’ trade regulations concerning the import and export of materials and finished products. Our operations are subject to the laws and regulations of the jurisdictions in which we conduct our business that seek to prevent corruption and bribery in the marketplace, including the United States’ Foreign Corrupt Practices Act (the “FCPA”) and the United Kingdom’s Bribery Act 2010. We have developed and implemented company-wide export and anti-corruption policies designed to provide our employees clear statements of our compliance requirements and to ensure compliance with applicable export and anti-corruption regulations. For information about risks related to government regulation, please see the risk factors set forth under the caption Item 1A. “Risk Factors” including the Risk Factors captioned “We are subject to various environmental, employee safety and health, and customs and export laws and regulations, which could subject us to significant liabilities and compliance expenditures;” and “We operate internationally and are subject to exchange rate fluctuations, exchange controls, political risks and other risks relating to international operations.”
​
Environmental
​
We are not a metals producer or mill – we operate metals service centers. As a distributor and “first-stage” processor of metal products, our operations, by their nature, have a limited environmental impact as we do not emit significant amounts of carbon dioxide or other greenhouse gases. 
​
In addition, the overwhelming majority of our operations involve the processing and distribution of inherently sustainable aluminum and steel products that we believe (i) are some of the most commonly-recycled materials in the United States and (ii) can be 100% recycled without loss of quality. We believe aluminum and steel are some of the most recycled materials on the planet—more than plastic, paper, and glass combined each year. In 2022, we reintroduced over 197,500 tons of recycled scrap material into the manufacturing life cycle.
​
We continue to evaluate and implement energy conservation and other initiatives to reduce the environmental impact of our business. However, enactment of more stringent environmental regulations could have an adverse impact on our financial results. In addition, the manufacture and production of the materials we source from mills can be a carbon-intensive activity, and adoption of more stringent carbon regulations or policies may increase the prices of these materials. 
​
As a processor and distributor of metals, and not a producer, we acknowledge and embrace our role in protecting the environment and are currently assessing our impacts. Our strong desire is to identify and prioritize areas of improvement. In order to align our environmental initiatives with our broader strategy, we completed a materiality assessment in 2021 to determine the environmental matters that are most critical to our business and our stakeholders.
​
As a result of the materiality assessment, we determined that the most material environmental issues are: (i) emissions from company-owned trucks that deliver our products; and (ii) our overall energy usage. We expect to update this materiality assessment on a periodic basis to ensure it reflects changes in our business and the external environment.
​
Available Information
​
We file annual, quarterly and current reports, proxy statements and other documents with the SEC under the Securities Exchange Act of 1934, as amended (the “Exchange Act”). The SEC maintains a website that contains reports, proxy statements and other information regarding issuers, including our Company, that file reports electronically with the SEC. The public can obtain any reports that we file with the SEC at http://www.sec.gov. 
​
Our Investor Relations website is located at http://investor.rsac.com. Our annual report on Form 10-K, quarterly reports on Form 10-Q, current reports on Form 8-K and any amendments to those reports filed or furnished pursuant to Section 13(a) of the Exchange Act are made available, free of charge, through our website as soon as reasonably practical after we electronically file or furnish the reports to the SEC. Information about Reliance’s ESG-related programs and initiatives is available under the “ESG” section of the Company’s website. Additional corporate governance information, including our restated certificate of incorporation, amended and restated bylaws, principles of corporate governance, Board committee charters, code of conduct and anti-bribery and anti-corruption policy, is available under Corporate Governance in the “Investors” section of the Company’s website. We encourage investors to visit our website. 
​

11



The website addresses presented above and elsewhere in this Annual Report on Form 10-K are not intended to function as hyperlinks, and the information contained in our website and in the SEC’s website is not intended to be a part of this filing.
​
